"guid";"company_name";"entity_type";"std";"phone";"street";"city";"region";"country";"email"
"9F8A43CB-9773-6E61-4384-E2722BD6B99D";"LOREM IPSUM";"CONSULTING";"";"1-231-897-7302";"292-8098 Taciti Ave";"Algeciras";"Andalucía";"Niger";"eros.turpis.non@mi.com"
"6A51B0B3-9AF7-1419-85EB-E286ACAFAC67";"ULTRICIES ORNARE";"LTD";"LLC";"1-861-706-4146";"9279 Arcu. St.";"Alajuela";"A";"Tonga";"purus.Nullam.scelerisque@ipsumcursusvestibulum.edu"
"102A09B9-A04B-4EC9-5796-1173A2E32B81";"EST AC FACILISIS";"COMPANY";"CO";"568-2106";"7286 Sapien Av.";"San Isidro";"San José";"Barbados";"enim.condimentum@purusMaecenas.edu"
"E8EC913B-C649-AF49-7E8D-A4F973DC15C5";"IPSUM PHASELLUS VITAE";"INC.";"INC";"783-2767";"380-3935 Non St.";"Maintal";"Hesse";"Korea, South";"Proin.sed@musAeneaneget.net"
"F369996E-567E-29A0-A9D7-CAC9065AE8EF";"ORNARE IN";"INC.";"INC";"1-344-368-0389";"2689 Ullamcorper. Avenue";"Bludenz";"Vorarlberg";"Åland Islands";"nec.enim@sit.net"
"016E7F7A-76F0-E9FE-A62D-9444D03DEC42";"ET";"INSTITUTE";"INC";"585-8851";"P.O. Box 632, 8562 Duis St.";"Vienna";"Vienna";"Viet Nam";"id.erat@quis.net"
"426A1470-211F-0D48-098F-D5182A95E1F6";"SUSPENDISSE SAGITTIS NULLAM";"LIMITED";"LLC";"298-1849";"Ap #385-3722 Nunc, Rd.";"Hyères";"Provence-Alpes-Côte d'Azur";"Cyprus";"arcu@accumsaninterdum.com"
"82FEFE05-7D96-0DF9-513E-3C4F05A4ADAB";"EGET VOLUTPAT ORNARE";"INC.";"INC";"820-4452";"P.O. Box 224, 2063 Morbi Rd.";"Cork";"Munster";"United Arab Emirates";"litora@arcueu.co.uk"
"0957D450-8DC9-C54C-BAA9-F7D5013FE059";"ARCU IACULIS ENIM";"ASSOCIATES";"";"(899) 184-2268";"568 Accumsan Road";"Mirzapur-cum-Vindhyachal";"UP";"Zimbabwe";"non@orciconsectetuer.org"
"F1B7FCB6-D3DD-D4DE-79CB-A3611F41F1B8";"PENATIBUS";"INC.";"INC";"547-5714";"Ap #256-3595 Dolor Rd.";"Belfast";"Ulster";"Philippines";"rutrum@sit.com"
"C3E43423-2ACD-13B2-5FF2-A0B1C1410ADB";"VITAE RISUS DUIS";"CORP.";"CO";"759-1304";"789-3815 In Av.";"Pozant?";"Adana";"Papua New Guinea";"ultrices.posuere@pede.ca"
"AC89B593-03AC-B066-69DE-3B1A4C9C3848";"AMET CONSECTETUER";"FOUNDATION";"";"1-563-937-0934";"5455 Faucibus Av.";"Roio del Sangro";"Abruzzo";"Laos";"metus.Vivamus.euismod@bibendumfermentum.co.uk"
"46D83125-F7F2-2081-8121-67F83CB8AE33";"PRAESENT INTERDUM LIGULA";"ASSOCIATES";"";"1-553-951-0662";"962-5268 Sed, Av.";"Sainte-Flavie";"QC";"Andorra";"mi.lorem.vehicula@ornareIn.com"
"0828A643-1560-9AD9-7953-5E0C09214146";"NON";"ASSOCIATES";"";"753-4685";"P.O. Box 910, 8256 In Ave";"Castel Guelfo di Bologna";"Emilia-Romagna";"Greece";"Nulla@velitdui.ca"
"6353CB4D-9929-BD25-4EE1-10F5ABB14776";"SCELERISQUE";"CONSULTING";"";"1-212-592-1095";"436-8597 Et, St.";"Springfield";"MA";"Pakistan";"cursus.Nunc.mauris@nulla.net"
"2172BDFB-FF3E-2A68-064B-4DAC507958F9";"ORNARE SAGITTIS FELIS";"INC.";"INC";"(806) 152-3791";"P.O. Box 332, 590 Phasellus Rd.";"Gorinchem";"Z.";"Antarctica";"sit.amet@eratnequenon.co.uk"
"D116B674-4B1E-4D95-12C2-3BE4873C14BE";"ENIM NON";"FOUNDATION";"";"301-1037";"P.O. Box 324, 7767 Duis Ave";"Lagos";"LA";"Western Sahara";"Etiam.vestibulum@at.edu"
"ABB50530-27E3-0F16-1B2F-64042C73C593";"SAGITTIS LOBORTIS";"CORP.";"CO";"412-5092";"Ap #747-3872 Eleifend Road";"Flushing";"Zeeland";"Luxembourg";"fermentum@ullamcorperDuis.com"
"1A4E41E2-41AE-735B-4D0B-87CDDDCAA4E0";"SAPIEN CRAS DOLOR";"FOUNDATION";"";"1-177-579-5460";"P.O. Box 805, 4866 Dictum Avenue";"Évreux";"Haute-Normandie";"Tunisia";"Donec.est@diamvelarcu.net"
"E4F4962E-71BA-A8A8-E1E5-AB8510E3B576";"QUAM VEL SAPIEN";"ASSOCIATES";"";"772-2996";"P.O. Box 350, 3573 Nunc. Ave";"Galway";"C";"Kiribati";"sed.turpis.nec@eros.edu"
"9060B6C6-D380-5AEF-0667-DB133EC4859A";"NEQUE NULLAM";"LIMITED";"LLC";"1-190-884-4791";"Ap #767-8136 Posuere St.";"Cambrai";"Nord-Pas-de-Calais";"Christmas Island";"non.lorem@Nullamvelit.net"
"34BC8DC1-ECC8-95BD-9298-AB9B4B65E834";"ID";"LLP";"LLC";"822-6573";"627-5489 Sed Road";"Keumiee";"NA";"Suriname";"adipiscing.Mauris@elitCurabitursed.ca"
"AB3D9B41-9078-504A-BF39-791CE052935E";"DICTUM MAGNA";"INC.";"INC";"329-7561";"969-1649 Pellentesque St.";"Huesca";"Aragón";"Thailand";"dui.nec@Mauris.ca"
"2CF010C7-5980-3BEF-0888-55CBA7D32D7A";"URNA";"COMPANY";"CO";"1146660";"452-3585 Suspendisse Rd.";"Harlow";"ES";"Australia";"tempus@fermentumvel.net"
"5E57E98A-830B-CEAD-629C-C50FD594E461";"METUS FACILISIS";"LLP";"LLC";"1-244-493-9579";"631-2731 Natoque Road";"San José";"San José";"Palau";"dapibus.rutrum.justo@Vivamus.com"
"EEB60090-3925-F6EC-5DE3-23DA11C5B159";"NEQUE";"LLP";"LLC";"279-8689";"P.O. Box 421, 9234 Sagittis. Avenue";"K?dzierzyn-Ko?le";"OP";"Jamaica";"Vivamus@etpedeNunc.ca"
"08EB2DE9-82A6-901E-C4DA-DC324BE9FAD9";"JUSTO";"LTD";"LLC";"400-9517";"P.O. Box 289, 5909 Mattis St.";"Ravenstein";"N.";"Madagascar";"dictum@est.ca"
"6A381912-48CA-1F0D-A9BB-71C2DDE127C8";"SIT";"LTD";"LLC";"670-3716";"7995 Nascetur St.";"Belo Horizonte";"Minas Gerais";"Vanuatu";"arcu.Curabitur@FuscefeugiatLorem.ca"
"2C27DF28-DAFE-47E2-837D-A750EB632B69";"NULLA";"PC";"";"(858) 196-3770";"Ap #275-2897 Sit Rd.";"Carapicuíba";"SP";"Tonga";"Morbi.metus@inmagnaPhasellus.co.uk"
"18FE4337-9A3F-0255-76EC-A88E0DE10F58";"INTEGER EU";"LIMITED";"LLC";"1-272-938-2595";"1664 Molestie Road";"San Rafael";"A";"Oman";"dui.quis@nunc.co.uk"
"B3406085-49C4-923C-E167-CFABD2C0828A";"ENIM MAURIS QUIS";"FOUNDATION";"";"470-3877";"239-6170 Risus. Avenue";"Kontich";"Antwerpen";"French Polynesia";"orci.adipiscing@eleifendnunc.co.uk"
"76B7A755-F44D-0752-D712-F47415916FBA";"CRAS PELLENTESQUE SED";"LTD";"LLC";"1-432-962-3110";"792-8251 Pellentesque Street";"Vienna";"Wie";"Viet Nam";"Duis@inaliquetlobortis.net"
"3A8298DC-87A6-CB49-D96A-363FB4C8ED8F";"AUGUE MALESUADA";"LLC";"LLC";"1-404-325-3803";"737 Ligula Street";"Mielec";"Podkarpackie";"Saint Kitts and Nevis";"sem.consequat.nec@Nullaegetmetus.co.uk"
"26EF8191-A7BA-2B54-DA16-720FDC60DB01";"SED LEO CRAS";"INDUSTRIES";"INC";"1-653-513-0518";"406-4692 Ipsum Av.";"Vitrolles";"Provence-Alpes-Côte d'Azur";"Guinea-Bissau";"Cum@Maurisnon.com"
"980E0E38-A019-1A33-BEB7-03CBBDD0022A";"PHARETRA QUISQUE AC";"LIMITED";"LLC";"766-1966";"9400 Sit Road";"Katsina";"Katsina";"Ecuador";"sapien@Inmipede.ca"
"6D8C58B2-0C4B-BFB8-8743-5C70145E2735";"DONEC EST";"CORP.";"CO";"1778183";"Ap #142-7205 Dapibus Rd.";"Russell";"ON";"El Salvador";"neque.Morbi.quis@vestibulum.co.uk"
"7D299D3C-3B43-BED5-44E0-6B06AA2909B3";"VEL";"LLC";"LLC";"430-1117";"7713 Molestie St.";"Bloomington";"MN";"Pakistan";"rhoncus@accumsanlaoreet.net"
"647FDA63-91D5-579C-531F-02A2F8B304D5";"UT NULLA";"LLC";"LLC";"345-5854";"Ap #533-3185 Velit. St.";"Vienna";"Vienna";"Saint Kitts and Nevis";"luctus@nonmagnaNam.co.uk"
"A7C1375E-F0F2-9D28-370E-AB6AC7386778";"NEC";"INSTITUTE";"INC";"254-5526";"8339 Nulla. Av.";"Funtua";"Katsina";"New Caledonia";"augue@odioNam.ca"
"8F97FCA8-EE51-9016-A47A-7DB1ED63E28F";"NULLA EGET";"LTD";"LLC";"1-324-727-6820";"6011 Sed Rd.";"Bregenz";"Vbg";"Trinidad and Tobago";"nulla@penatibuset.net"
"3EA7E208-A595-57C0-499E-88830FA7C96B";"JUSTO";"LTD";"LLC";"644-3753";"587-2343 In Rd.";"Dublin";"Leinster";"Gambia";"sit@et.net"
"E3AA9211-925A-EF81-107C-D1D943C17208";"LECTUS";"CONSULTING";"";"1-129-514-4435";"117-656 Nec Ave";"Mauá";"São Paulo";"Equatorial Guinea";"diam.at@eratvel.net"
"2B393F20-5D33-BCD0-F6CA-27A70025A19C";"MAURIS VEL TURPIS";"INCORPORATED";"INC";"317-7500";"Ap #756-8527 Aenean Street";"Dunedin";"South Island";"Bolivia";"euismod@at.edu"
"838EBA93-F781-E4F2-A297-442D59C5A111";"MAGNA";"LIMITED";"LLC";"834-1855";"7615 Fringilla St.";"West Jordan";"Utah";"New Zealand";"ornare.lectus.justo@magna.net"
"111D1EE5-1279-35FC-AF24-1D67E65F310E";"PEDE SUSPENDISSE DUI";"LIMITED";"LLC";"1-915-760-8068";"798-1845 Ridiculus Avenue";"Anchorage";"AK";"Netherlands";"egestas.a@feugiatmetussit.ca"
"DCFECCD6-5E04-1E70-340D-2F8D2392E07B";"MAURIS IPSUM PORTA";"CORPORATION";"CO";"1-624-315-9233";"Ap #950-1415 Risus Rd.";"Torchiarolo";"Puglia";"Guinea";"metus.facilisis.lorem@orcilobortis.org"
"46EA080D-158C-1E6F-234F-3AD9D75F1332";"PRAESENT";"INC.";"INC";"1902052";"2332 Et Rd.";"Dublin";"Leinster";"Netherlands";"Nulla.interdum.Curabitur@CurabiturdictumPhasellus.ca"
"54C92842-F6D3-0EF6-BB4C-101050C86592";"ODIO ALIQUAM VULPUTATE";"LLC";"LLC";"988-5707";"Ap #122-1354 Mi Street";"Izmir";"?zmir";"Guadeloupe";"tempor.erat@Mauris.com"
"C5B5070A-5A4C-7786-91A9-AEBF055045C0";"SEM";"INSTITUTE";"INC";"306-9957";"837-9681 Velit Rd.";"Mondolfo";"MAR";"Taiwan";"Cras@anteNunc.edu"
"E3479D72-2024-2021-4799-589DA00860AE";"SCELERISQUE";"INSTITUTE";"INC";"1-768-834-0904";"Ap #251-8344 Tincidunt. Av.";"Burhaniye";"Bal";"Madagascar";"a.neque.Nullam@netusetmalesuada.net"
"43F41DDC-1593-C25A-68D0-0706CC26854F";"LACUS PEDE SAGITTIS";"LLP";"LLC";"1-745-664-4951";"Ap #858-2670 Ante St.";"Sète";"Languedoc-Roussillon";"Ghana";"ridiculus.mus.Proin@leo.com"
"A2918E0D-09DC-8C5C-151E-9CE8AD1B33C8";"ELIT PRETIUM ET";"LLP";"LLC";"1792422";"Ap #722-6507 Fermentum St.";"Huppaye";"WB";"Poland";"molestie.sodales.Mauris@consequatdolor.edu"
"04C5C0A6-D9BC-6B27-1A95-EC6487F60484";"LUCTUS ET";"COMPANY";"CO";"1-118-348-4018";"944-2014 Felis. St.";"Koningshooikt";"Antwerpen";"Bahrain";"semper@ipsum.edu"
"8B93095F-AB3D-B8AC-FE34-B58361153647";"FACILISIS FACILISIS MAGNA";"LLC";"LLC";"688-0106";"P.O. Box 851, 2232 Sed Road";"Hamburg";"Hamburg";"South Africa";"purus@lectusNullam.ca"
"DDA7320C-01F8-3AA3-1F51-3B75748DA7FD";"A";"INDUSTRIES";"INC";"1-501-720-3659";"6014 Risus. Road";"Columbus";"OH";"Palau";"Donec@aliquam.ca"
"E921647F-A12E-4BBC-39B5-6F0197799FDE";"MAURIS";"LTD";"LLC";"580-7623";"P.O. Box 591, 586 Imperdiet, Road";"Sint-Kruis";"West-Vlaanderen";"Japan";"quam.Pellentesque@ultriciesdignissim.net"
"A743923B-C002-911A-9AB4-999057B25DE8";"NUNC";"CONSULTING";"";"1-553-328-2311";"2740 Risus. Road";"Ketchikan";"Alaska";"Bahamas";"Sed@mi.ca"
"46DEEA6E-0E2B-D709-8A29-10B074E9BB02";"A";"CONSULTING";"";"1-187-420-9331";"Ap #132-6424 Sed Avenue";"Ogbomosho";"Oyo";"Palau";"sit.amet.dapibus@nonnisiAenean.net"
"9FEA467B-D0CC-E99E-6A87-658954DF2C82";"VELIT EGET LAOREET";"PC";"";"845-1807";"7984 Enim. Ave";"Baricella";"Emilia-Romagna";"Croatia";"Phasellus@Sedeu.com"
"DEBADA51-239B-0057-2D7C-95A343836596";"QUISQUE LIBERO";"LIMITED";"LLC";"983-7536";"P.O. Box 612, 605 Sem, Road";"Arsiè";"Veneto";"Moldova";"tortor@dui.co.uk"
"E1A14F9C-1B08-CEC0-B407-03AFF62D2E17";"VITAE ODIO SAGITTIS";"ASSOCIATES";"";"1-631-384-1446";"127-8693 Lobortis St.";"Bangor";"Maine";"Dominica";"dui@Quisquenonummyipsum.net"
"6649B43C-1830-032E-3FEB-CA63EFB3A59B";"CONDIMENTUM";"LIMITED";"LLC";"1-620-840-8910";"Ap #892-1290 Ut Avenue";"Rocca San Felice";"Campania";"Japan";"Cras.vehicula.aliquet@blandit.edu"
"636E74EF-A408-1699-FE9C-4C2ABDC37944";"ORCI LUCTUS ET";"COMPANY";"CO";"1-941-643-5746";"Ap #175-6937 At St.";"Casper";"WY";"Monaco";"sed.leo@nascetur.org"
"BD7624DE-93DF-0E8E-AD2C-C1C7320282AD";"DOLOR NONUMMY AC";"INCORPORATED";"INC";"1-245-379-9212";"781-8925 Velit St.";"Matamata";"North Island";"Wallis and Futuna";"conubia@semper.co.uk"
"A6AEEEBF-E5FF-C20E-507D-E5639E01DDE7";"PURUS NULLAM";"LLC";"LLC";"533-9133";"Ap #999-378 Sociis Road";"Brandon";"Manitoba";"Uganda";"commodo@mauriseuelit.co.uk"
"A63CA9AD-18AB-DC98-290A-42E2885C900D";"ODIO ALIQUAM VULPUTATE";"COMPANY";"CO";"399-3996";"1884 Ipsum Street";"Murdochville";"QC";"Norway";"in@sociis.edu"
"A922C52F-C179-8BFE-089B-D20EBE8B9B4D";"LIGULA NULLAM FEUGIAT";"LLC";"LLC";"367-3394";"P.O. Box 683, 3795 Pharetra Rd.";"Richmond";"Virginia";"Swaziland";"ad@enimNuncut.co.uk"
"C1B55AE1-CD3A-8075-20A1-69EDBC17D9A7";"PURUS MAURIS";"LIMITED";"LLC";"(499) 526-9522";"P.O. Box 824, 3086 Vivamus Road";"Heredia";"H";"Greenland";"vel@necmalesuada.net"
"53996953-21FF-B8DE-C689-4C58BFFE6489";"LEO ELEMENTUM";"LIMITED";"LLC";"731-9167";"179-8452 Consequat Avenue";"Galway";"Connacht";"French Southern Territories";"tellus@Pellentesquehabitantmorbi.org"
"ECB86161-1592-752B-02E1-046C1E329DC6";"LACUS ALIQUAM";"INSTITUTE";"INC";"1-646-877-5102";"Ap #868-6911 Orci Ave";"Colombo";"Paraná";"Brazil";"sagittis.Duis@pulvinar.com"
"5F46AA30-EA3A-8B76-C4A3-D550B5E5943C";"METUS AENEAN";"INC.";"INC";"1173879";"P.O. Box 142, 1906 Nulla Av.";"Dublin";"L";"Libya";"id.libero.Donec@sagittis.com"
"D93F50A9-5ED5-1DD1-CFA9-AA0FD91937C4";"QUIS";"CONSULTING";"";"1-345-721-6042";"P.O. Box 665, 5065 Diam St.";"Vienna";"Wie";"Saint Kitts and Nevis";"vehicula.et.rutrum@Duis.com"
"F5D73AEC-8128-DB2A-5122-CAF1922C1455";"NEC ANTE BLANDIT";"INSTITUTE";"INC";"1-600-637-6670";"942-4135 Vel Ave";"Midlands";"Ontario";"Mayotte";"est.arcu.ac@seddictum.net"
"1888C5D7-8096-8F0D-E104-543DA42CC8FC";"PEDE";"INCORPORATED";"INC";"1895194";"P.O. Box 813, 6746 Nunc Road";"Sluis";"Zl";"Madagascar";"neque.Sed@Vestibulumut.com"
"7561309C-C829-88B2-1357-7B5167736112";"PORTTITOR TELLUS NON";"LTD";"LLC";"211-7520";"7181 Sagittis Ave";"Sokoto";"Sokoto";"Western Sahara";"et@dolornonummy.net"
"FDCF7785-5E21-09ED-F230-A7CE93D2E331";"SIT AMET CONSECTETUER";"INC.";"INC";"368-6949";"4678 In Road";"Ettelgem";"WV";"Botswana";"sem@vestibulum.edu"
"8FA86230-311B-4F68-5B30-AEA2A163658B";"ARCU ET PEDE";"LIMITED";"LLC";"1-147-297-0955";"Ap #143-9938 Auctor, St.";"Lanester";"Bretagne";"Nigeria";"nulla.Donec.non@faucibuslectus.org"
"6CE98558-8B7B-065E-9777-85A8A3566D23";"TINCIDUNT ADIPISCING";"INC.";"INC";"517-5963";"888-3643 Semper Rd.";"Mercedes";"Heredia";"Luxembourg";"et.ultrices.posuere@semelitpharetra.org"
"3B3BE751-5E1A-8DA8-770F-EF8B45B8F486";"EGET";"ASSOCIATES";"";"1-313-288-6148";"515-7479 Non Street";"Keith";"BA";"Zambia";"ligula@egetlacusMauris.net"
"4C08FD2D-DE95-ED15-9081-18CF67985874";"UT LACUS";"LLP";"LLC";"1-872-910-9641";"582-3140 Magna Street";"Galway";"Connacht";"Bahamas";"vitae@in.net"
"26E6C2F9-D70D-98A2-4537-F1266D508622";"AENEAN";"INC.";"INC";"1-657-888-9494";"716-8286 Pharetra Rd.";"Greater Sudbury";"Ontario";"Barbados";"aliquam.adipiscing.lacus@euismod.ca"
"75C11099-0D73-ED13-FA3D-F682A6856E88";"METUS";"INC.";"INC";"850-2767";"Ap #525-338 In Avenue";"Dunkerque";"Nord-Pas-de-Calais";"Montenegro";"Suspendisse.dui@atvelitCras.ca"
"FA07D5E7-3A96-DA81-0F1C-9663C2C4585D";"IPSUM";"INCORPORATED";"INC";"(291) 881-2155";"P.O. Box 857, 3320 Et, St.";"Calle Blancos";"SJ";"French Guiana";"lacinia.orci@fringillamilacinia.net"
"13147174-BBBF-A188-A4E2-F155BA08ED6B";"MASSA LOBORTIS";"COMPANY";"CO";"1102788";"557-4088 Elit Rd.";"Luik";"LU";"American Samoa";"magna@ante.org"
"97EFF239-2D2C-67C5-B190-BF953B92AAB7";"ULTRICES";"PC";"";"858-1083";"8040 Malesuada. Road";"Clovenfords";"Selkirkshire";"Algeria";"egestas.blandit.Nam@dictum.com"
"002E79C7-F899-8E7D-19E5-9010B97CCDB5";"VELIT SED MALESUADA";"INSTITUTE";"INC";"1-126-562-2788";"P.O. Box 391, 1799 Et, Ave";"Kester";"VB";"Malta";"Ut.semper.pretium@Maurisvelturpis.net"
"C5C1FA41-9384-0010-A592-5F265F19949A";"FAUCIBUS ORCI";"LLP";"LLC";"523-3692";"883-2563 Auctor Av.";"Gjoa Haven";"NU";"Congo (Brazzaville)";"et.ultrices.posuere@hymenaeos.org"
"191A50A6-0150-5703-0159-1B6147133988";"TINCIDUNT PEDE";"LIMITED";"LLC";"812-1778";"P.O. Box 234, 9173 Volutpat St.";"Saint-Herblain";"PA";"Heard Island and Mcdonald Islands";"Fusce.aliquam.enim@nibh.edu"
"72E2EE71-0893-9BA9-D6C6-BD27E7DFB2EE";"FAUCIBUS";"CORP.";"CO";"1-956-496-2563";"816-5561 Arcu. Avenue";"Evansville";"Indiana";"France";"nascetur.ridiculus.mus@suscipitestac.edu"
"29AD38BE-ECDD-D43A-DDDE-477BB9822004";"ORNARE EGESTAS LIGULA";"CONSULTING";"";"1-190-854-7953";"Ap #327-9910 Fringilla Ave";"Pune";"MH";"Serbia";"accumsan.convallis@Nunc.net"
"35CB0159-483F-569F-0CF0-E9AE9D43F1CC";"VELIT SED";"CORPORATION";"CO";"920-1246";"Ap #363-342 Cursus. St.";"Halisahar";"West Bengal";"United Kingdom (Great Britain)";"Proin.mi.Aliquam@enim.edu"
"C9788CA9-843C-1553-F25B-5850B6619A45";"POSUERE ENIM";"PC";"";"1-152-258-6625";"P.O. Box 620, 3419 Risus. Street";"Osasco";"São Paulo";"Liechtenstein";"massa.lobortis.ultrices@ultriciesadipiscingenim.com"
"7C3636F9-D2DE-8A7C-1B2E-F979984276C7";"NUNC";"COMPANY";"CO";"917-9658";"Ap #417-5474 Dis Rd.";"Dar?ca";"Koc";"Spain";"nisl.elementum.purus@Aliquameratvolutpat.com"
"86B39872-C435-F6F4-8576-B332AF8A4A95";"LOBORTIS";"LLP";"LLC";"1-879-639-2480";"Ap #756-3994 Ornare Rd.";"Queenstown";"South Island";"Central African Republic";"fringilla@fermentum.co.uk"
"1E7D1F2B-2A07-6A3C-C36F-6D7DCC39F53D";"ULLAMCORPER DUIS CURSUS";"ASSOCIATES";"";"1-917-393-5448";"566-702 Nam Ave";"Wellingborough";"NT";"Aruba";"ullamcorper@tincidunt.com"
"7125AF76-6955-BFDB-A06E-0E7CF2E3F58A";"PARTURIENT MONTES";"COMPANY";"CO";"(290) 511-0842";"863-7430 Ut Rd.";"Fuenlabrada";"MA";"Sierra Leone";"luctus.ut.pellentesque@sodalesMaurisblandit.com"
"40A0A41D-291A-FA90-DFF0-B36575005514";"FUSCE";"COMPANY";"CO";"446-3780";"8918 Mauris St.";"Veere";"Zl";"Guernsey";"Sed@massa.org"
"EF62BA0D-D938-7B89-51A4-64E8977516DB";"ALIQUET PHASELLUS FERMENTUM";"CORPORATION";"CO";"1-469-395-2253";"P.O. Box 248, 6447 Elit. Rd.";"Waiheke Island";"NI";"Egypt";"lectus@urna.net"
"B51E0A16-68BE-FACF-988B-BC90B031B1D7";"MI";"INC.";"INC";"525-3164";"167-3839 Ut Rd.";"Raurkela";"OR";"Saint Kitts and Nevis";"sed@Suspendissenon.ca"
"D08390C4-BB1D-EE83-A02F-CA645919310A";"AMET METUS";"FOUNDATION";"";"1544443";"Ap #345-5434 Elementum Street";"Canoas";"RS";"Martinique";"ad.litora@magnisdisparturient.ca"
"6520C749-8BB9-62F5-F713-81C75DD7A07B";"SUSCIPIT NONUMMY";"LLP";"LLC";"987-2788";"7347 Pede. Avenue";"Lokeren";"OV";"Montserrat";"amet.nulla.Donec@nonloremvitae.edu"
"2CAC840A-F4C2-2EE5-B41F-D8C4A8438172";"AC LIBERO";"CONSULTING";"";"1-423-903-5848";"5655 Vestibulum St.";"Wetaskiwin";"AB";"Italy";"tincidunt.congue.turpis@massa.com"
"2426E62C-FC99-C1DC-2CBB-8C3E5D9869F5";"SIT AMET";"COMPANY";"CO";"768-0630";"822-569 Pharetra St.";"Berlin";"BE";"Iraq";"risus.odio.auctor@eu.com"
"5FAACD5A-2AFE-335C-D751-4247C0B6D495";"SED EU";"INDUSTRIES";"INC";"1-656-415-7355";"Ap #973-9044 Eget Rd.";"Siquirres";"Limón";"Cameroon";"diam.Duis@sempercursusInteger.org"
"0AF6B84C-00DB-2E5A-4FE2-9F9200672F94";"PELLENTESQUE";"ASSOCIATES";"";"(582) 177-0552";"Ap #707-2782 Mauris Street";"Terneuzen";"Zeeland";"Åland Islands";"justo.faucibus@sollicitudinadipiscingligula.co.uk"
"8BF6BEE1-9535-7F6D-D80C-560D12948DF9";"LACINIA MATTIS INTEGER";"FOUNDATION";"";"1-208-686-0271";"Ap #552-4870 Habitant Street";"Putignano";"Puglia";"Antarctica";"Etiam@enimEtiam.com"
"82E86A62-9179-0EEF-4AB3-2A729DEC7312";"ET";"INSTITUTE";"INC";"1463888";"5918 Vel St.";"Belfast";"U";"Kyrgyzstan";"metus.Aenean@ultricesposuerecubilia.net"
"3C5E8C4E-1015-BCF5-4890-F746C2092A86";"EST MOLLIS NON";"INDUSTRIES";"INC";"936-4999";"357-5532 Aenean Rd.";"Konin";"Wielkopolskie";"Austria";"tortor.dictum.eu@nec.net"
"81318086-85E9-4262-9EF1-DB6CA5490E89";"AUCTOR QUIS TRISTIQUE";"INDUSTRIES";"INC";"1-480-339-0780";"684-3787 Tristique Rd.";"Cannes";"Provence-Alpes-Côte d'Azur";"Tanzania";"quis.lectus@magnaa.com"
"C0DCD3CD-C891-962C-41C9-C65CED871ED5";"VITAE";"LLP";"LLC";"1-602-515-1185";"P.O. Box 284, 8851 Id St.";"Katowice";"Sl?skie";"Northern Mariana Islands";"lorem@acfacilisis.org"
"CBCCDECD-94A3-D4E1-5412-EE94CFEF2E3E";"AT LIBERO";"CORP.";"CO";"1-958-641-1726";"374-971 In Avenue";"Mersin";"Mersin";"Botswana";"sagittis.semper@dignissimlacus.edu"
"08533C65-0994-E2FF-A83D-95397A81007B";"NATOQUE PENATIBUS ET";"CORPORATION";"CO";"606-6716";"P.O. Box 633, 902 Arcu. Avenue";"Ife";"Osun";"Algeria";"dolor.Quisque.tincidunt@ligula.com"
"544AA7E1-7334-0408-1B6A-5E5D028F3393";"ELIT";"INC.";"INC";"521-4755";"P.O. Box 283, 7956 Blandit Av.";"Istanbul";"Ist";"French Southern Territories";"risus.varius@lobortis.co.uk"
"30258D82-F634-7F31-BF20-6031012409A5";"QUAM";"LLP";"LLC";"1-253-682-6480";"Ap #357-8130 Cursus. Rd.";"Berlin";"Berlin";"Malta";"eu@sedleoCras.com"
"185DA0B0-CE54-BB98-A722-C846388ECE7C";"LAOREET POSUERE ENIM";"INDUSTRIES";"INC";"435-8054";"Ap #513-3747 Aliquam St.";"Berlin";"Berlin";"Netherlands";"sem.mollis@rutrumeuultrices.org"
"BD9C14D0-2D13-9084-8584-3CFA3D825F64";"PURUS";"CONSULTING";"";"1-566-491-1794";"Ap #105-9183 Eget, Rd.";"Rio de Janeiro";"RJ";"Dominica";"id@orciUtsagittis.com"
"C5AC70A4-E411-8110-B93F-D1FAADA6EEAE";"SUSPENDISSE";"LLP";"LLC";"1-572-413-3454";"5286 Scelerisque Road";"Lienz";"Tir";"South Sudan";"vulputate.velit@scelerisque.net"
"7AE1D086-30FA-169A-5628-2D6E3A53361F";"CURSUS A ENIM";"LIMITED";"LLC";"958-3661";"594 Pellentesque Av.";"Pike Creek";"Delaware";"Kenya";"facilisis@orcilacus.net"
"4EB1CC1B-EBBB-4EC5-A483-547FE31C1F9D";"ANTE IPSUM";"INCORPORATED";"INC";"1-155-232-4345";"6901 Pharetra. Street";"Wanganui";"NI";"South Sudan";"egestas.a@maurisaliquam.com"
"F61AA6E6-9E15-E686-6B80-93D80ADE3341";"QUISQUE VARIUS";"FOUNDATION";"";"1-168-301-9570";"999 Erat St.";"Wanganui";"North Island";"Azerbaijan";"Ut.tincidunt@pede.org"
"52E62D6D-A807-CB66-1442-7E46F6FC7146";"NON HENDRERIT ID";"INC.";"INC";"(258) 129-0678";"601-6458 Quisque Av.";"Lowestoft";"Suffolk";"Åland Islands";"nonummy.ultricies.ornare@habitant.ca"
"5450D513-2DBF-D5DC-6DEC-4D5E6ADA083B";"AC URNA";"PC";"";"(992) 509-2517";"546-1586 Elit, Rd.";"Colchester";"Vermont";"Saudi Arabia";"neque.sed@Crasdictumultricies.org"
